The currently activated Python version 2.7.16 is not supported by the project (^3.9).
Trying to find and use a compatible version. 
Using python3 (3.9.6)
id,aggregated_by,aggregate_name,year,start_date,end_date,entity_name,entity_type,type,count,amount
8805,state,jharkhand,2018,2018-04-01,2018-06-30,831001,pincodes,TOTAL,57314,102812131.04441448
8806,state,jharkhand,2018,2018-04-01,2018-06-30,825303,pincodes,TOTAL,53527,57632759.8731135
8807,state,jharkhand,2018,2018-04-01,2018-06-30,828401,pincodes,TOTAL,43196,25377129.54986479
8808,state,jharkhand,2018,2018-04-01,2018-06-30,832108,pincodes,TOTAL,42659,49798833.03464991
8809,state,jharkhand,2018,2018-04-01,2018-06-30,828109,pincodes,TOTAL,36324,31048880.3980384
8810,state,jharkhand,2018,2018-04-01,2018-06-30,826004,pincodes,TOTAL,35288,45588464.73646793
8811,state,jharkhand,2018,2018-04-01,2018-06-30,834002,pincodes,TOTAL,34715,69658980.3996676
8812,state,jharkhand,2018,2018-04-01,2018-06-30,dhanbad,districts,TOTAL,520547,503649314.0895539
8813,state,jharkhand,2018,2018-04-01,2018-06-30,ranchi,districts,TOTAL,501072,820976014.2247977
8814,state,jharkhand,2018,2018-04-01,2018-06-30,bokaro,districts,TOTAL,396119,398722258.97476417
8815,state,jharkhand,2018,2018-04-01,2018-06-30,east singhbhum,districts,TOTAL,323829,467008622.29054534
8816,state,jharkhand,2018,2018-04-01,2018-06-30,hazaribagh,districts,TOTAL,214298,371520189.2845477
8817,state,jharkhand,2018,2018-04-01,2018-06-30,giridih,districts,TOTAL,172783,267172044.8851918
8818,state,jharkhand,2018,2018-04-01,2018-06-30,palamu,districts,TOTAL,131021,325976624.8230643
8819,state,jharkhand,2018,2018-04-01,2018-06-30,ramgarh,districts,TOTAL,120655,173725383.96619216
8820,state,jharkhand,2018,2018-04-01,2018-06-30,saraikela kharsawan,districts,TOTAL,117686,128312051.58743984
8821,state,jharkhand,2018,2018-04-01,2018-06-30,deoghar,districts,TOTAL,96438,148363954.84218916
8822,state,jharkhand,2018,2018-07-01,2018-09-30,834001,pincodes,TOTAL,395656,455441043.01574004
8823,state,jharkhand,2018,2018-07-01,2018-09-30,828401,pincodes,TOTAL,343834,174757494.0242589
8824,state,jharkhand,2018,2018-07-01,2018-09-30,827013,pincodes,TOTAL,339697,232947799.0510344
8825,state,jharkhand,2018,2018-07-01,2018-09-30,826001,pincodes,TOTAL,227981,204300707.81771737
8826,state,jharkhand,2018,2018-07-01,2018-09-30,825303,pincodes,TOTAL,198024,140638091.387722
8827,state,jharkhand,2018,2018-07-01,2018-09-30,827010,pincodes,TOTAL,174628,93017517.87773523
8828,state,jharkhand,2018,2018-07-01,2018-09-30,828109,pincodes,TOTAL,153911,92687765.62518722
8829,state,jharkhand,2018,2018-07-01,2018-09-30,829301,pincodes,TOTAL,112944,58386877.31912252
8830,state,jharkhand,2018,2018-07-01,2018-09-30,831001,pincodes,TOTAL,108386,161258189.7069888
8831,state,jharkhand,2018,2018-07-01,2018-09-30,826004,pincodes,TOTAL,104108,86532069.64978154
8832,state,jharkhand,2018,2018-07-01,2018-09-30,dhanbad,districts,TOTAL,2064271,1383326534.6497748
8833,state,jharkhand,2018,2018-07-01,2018-09-30,bokaro,districts,TOTAL,1606672,1103642100.617909
8834,state,jharkhand,2018,2018-07-01,2018-09-30,ranchi,districts,TOTAL,1040485,1373309866.0578432
8835,state,jharkhand,2018,2018-07-01,2018-09-30,east singhbhum,districts,TOTAL,716556,825516933.9712927
8836,state,jharkhand,2018,2018-07-01,2018-09-30,hazaribagh,districts,TOTAL,542701,663718370.6947035
8837,state,jharkhand,2018,2018-07-01,2018-09-30,giridih,districts,TOTAL,334079,457115389.39227813
8838,state,jharkhand,2018,2018-07-01,2018-09-30,saraikela kharsawan,districts,TOTAL,290800,265695487.6867497
8839,state,jharkhand,2018,2018-07-01,2018-09-30,ramgarh,districts,TOTAL,264474,310366602.6469911
8840,state,jharkhand,2018,2018-07-01,2018-09-30,palamu,districts,TOTAL,166304,405648506.51824975
8841,state,jharkhand,2018,2018-07-01,2018-09-30,deoghar,districts,TOTAL,152113,198908051.87959886
8842,state,jharkhand,2018,2018-10-01,2018-12-31,834001,pincodes,TOTAL,348349,549885848.9143571
8843,state,jharkhand,2018,2018-10-01,2018-12-31,827013,pincodes,TOTAL,182737,188617481.42832744
8844,state,jharkhand,2018,2018-10-01,2018-12-31,826001,pincodes,TOTAL,150456,202947498.42070013
8845,state,jharkhand,2018,2018-10-01,2018-12-31,825303,pincodes,TOTAL,115376,123262669.91042563
8846,state,jharkhand,2018,2018-10-01,2018-12-31,831001,pincodes,TOTAL,107187,206580252.28405997
8847,state,jharkhand,2018,2018-10-01,2018-12-31,832108,pincodes,TOTAL,86856,111635732.5456647
8848,state,jharkhand,2018,2018-10-01,2018-12-31,828109,pincodes,TOTAL,83548,68450884.26618528
8849,state,jharkhand,2018,2018-10-01,2018-12-31,828401,pincodes,TOTAL,77061,50307891.24868138
8850,state,jharkhand,2018,2018-10-01,2018-12-31,826004,pincodes,TOTAL,75018,101221881.54326518
8851,state,jharkhand,2018,2018-10-01,2018-12-31,831004,pincodes,TOTAL,64105,87797012.44981839
8852,state,jharkhand,2018,2018-10-01,2018-12-31,dhanbad,districts,TOTAL,1062585,1128043527.8329785
8853,state,jharkhand,2018,2018-10-01,2018-12-31,ranchi,districts,TOTAL,997887,1817673935.7006779
8854,state,jharkhand,2018,2018-10-01,2018-12-31,bokaro,districts,TOTAL,798913,898225421.2948879
8855,state,jharkhand,2018,2018-10-01,2018-12-31,east singhbhum,districts,TOTAL,616640,990453488.2225387
8856,state,jharkhand,2018,2018-10-01,2018-12-31,hazaribagh,districts,TOTAL,454790,843013094.1120856
8857,state,jharkhand,2018,2018-10-01,2018-12-31,giridih,districts,TOTAL,364032,575695972.035529
8858,state,jharkhand,2018,2018-10-01,2018-12-31,ramgarh,districts,TOTAL,245189,412829670.89178383
8859,state,jharkhand,2018,2018-10-01,2018-12-31,saraikela kharsawan,districts,TOTAL,242853,296733243.1740029
8860,state,jharkhand,2018,2018-10-01,2018-12-31,palamu,districts,TOTAL,234378,620094977.5658048
8861,state,jharkhand,2018,2018-10-01,2018-12-31,deoghar,districts,TOTAL,152383,236116834.01685226
8862,state,nagaland,2019,2019-01-01,2019-03-31,797112,pincodes,TOTAL,30078,91827720.17261904
8863,state,nagaland,2019,2019-01-01,2019-03-31,797103,pincodes,TOTAL,14584,30159476.87191527
8864,state,nagaland,2019,2019-01-01,2019-03-31,797001,pincodes,TOTAL,10009,27031176.3479111
8865,state,nagaland,2019,2019-01-01,2019-03-31,797115,pincodes,TOTAL,8350,24573284.265700437
8866,state,nagaland,2019,2019-01-01,2019-03-31,797113,pincodes,TOTAL,8136,22315138.477971554
8867,state,nagaland,2019,2019-01-01,2019-03-31,798620,pincodes,TOTAL,8058,15052911.637835465
8868,state,nagaland,2019,2019-01-01,2019-03-31,798601,pincodes,TOTAL,7025,13086050.057032783
8869,state,nagaland,2019,2019-01-01,2019-03-31,797120,pincodes,TOTAL,6928,18530850.1945588
8870,state,nagaland,2019,2019-01-01,2019-03-31,797118,pincodes,TOTAL,5975,17099014.99479199
8871,state,nagaland,2019,2019-01-01,2019-03-31,797003,pincodes,TOTAL,5862,16977834.509638354
8872,state,nagaland,2019,2019-01-01,2019-03-31,dimapur,districts,TOTAL,80741,222202606.82928652
8873,state,nagaland,2019,2019-01-01,2019-03-31,kohima,districts,TOTAL,34373,93498426.9098583
8874,state,nagaland,2019,2019-01-01,2019-03-31,mokokchung,districts,TOTAL,11808,22421067.66638949
8875,state,nagaland,2019,2019-01-01,2019-03-31,mon,districts,TOTAL,9694,32110056.274005987
8876,state,nagaland,2019,2019-01-01,2019-03-31,zunheboto,districts,TOTAL,8860,16471426.45522037
8877,state,nagaland,2019,2019-01-01,2019-03-31,tuensang,districts,TOTAL,5962,15964521.798527543
8878,state,nagaland,2019,2019-01-01,2019-03-31,wokha,districts,TOTAL,5694,13111143.373600572
8879,state,nagaland,2019,2019-01-01,2019-03-31,phek,districts,TOTAL,5062,12361140.846022058
8880,state,nagaland,2019,2019-01-01,2019-03-31,peren,districts,TOTAL,2689,6473296.665928306
8881,state,nagaland,2019,2019-01-01,2019-03-31,kiphire,districts,TOTAL,2103,4550857.60564944
8882,state,nagaland,2019,2019-04-01,2019-06-30,797112,pincodes,TOTAL,31760,104104725.46501887
8883,state,nagaland,2019,2019-04-01,2019-06-30,798620,pincodes,TOTAL,18735,40457565.49277799
8884,state,nagaland,2019,2019-04-01,2019-06-30,797103,pincodes,TOTAL,14785,35472160.350159034
8885,state,nagaland,2019,2019-04-01,2019-06-30,797115,pincodes,TOTAL,10516,34112732.42239255
8886,state,nagaland,2019,2019-04-01,2019-06-30,797001,pincodes,TOTAL,9532,28357279.52848921
8887,state,nagaland,2019,2019-04-01,2019-06-30,797113,pincodes,TOTAL,9238,28020474.261258796
8888,state,nagaland,2019,2019-04-01,2019-06-30,797120,pincodes,TOTAL,8673,23005692.925482314
8889,state,nagaland,2019,2019-04-01,2019-06-30,798601,pincodes,TOTAL,6622,16665785.463187912
8890,state,nagaland,2019,2019-04-01,2019-06-30,797003,pincodes,TOTAL,6574,21507453.23986294
8891,state,nagaland,2019,2019-04-01,2019-06-30,797118,pincodes,TOTAL,6310,18139841.90730157
8892,state,nagaland,2019,2019-04-01,2019-06-30,dimapur,districts,TOTAL,86518,258070892.01001915
8893,state,nagaland,2019,2019-04-01,2019-06-30,kohima,districts,TOTAL,35959,102757262.27285326
8894,state,nagaland,2019,2019-04-01,2019-06-30,zunheboto,districts,TOTAL,19752,43001192.88793167
8895,state,nagaland,2019,2019-04-01,2019-06-30,mokokchung,districts,TOTAL,11894,28979287.99164507
8896,state,nagaland,2019,2019-04-01,2019-06-30,mon,districts,TOTAL,10564,30077446.323373545
8897,state,nagaland,2019,2019-04-01,2019-06-30,tuensang,districts,TOTAL,6027,16464089.793604638
8898,state,nagaland,2019,2019-04-01,2019-06-30,wokha,districts,TOTAL,5778,12443724.249822928
8899,state,nagaland,2019,2019-04-01,2019-06-30,phek,districts,TOTAL,5232,11255799.070045212
8900,state,nagaland,2019,2019-04-01,2019-06-30,kiphire,districts,TOTAL,2784,6816990.793895305
8901,state,nagaland,2019,2019-04-01,2019-06-30,peren,districts,TOTAL,2715,6719423.986701602
8902,state,nagaland,2019,2019-07-01,2019-09-30,797112,pincodes,TOTAL,41627,116672435.97285631
8903,state,nagaland,2019,2019-07-01,2019-09-30,797103,pincodes,TOTAL,19182,42186043.15291648
8904,state,nagaland,2019,2019-07-01,2019-09-30,798620,pincodes,TOTAL,18411,57496576.82521042
8905,state,nagaland,2019,2019-07-01,2019-09-30,797115,pincodes,TOTAL,15406,39276769.354254715
8906,state,nagaland,2019,2019-07-01,2019-09-30,797001,pincodes,TOTAL,13407,40400069.11274418
8907,state,nagaland,2019,2019-07-01,2019-09-30,797113,pincodes,TOTAL,12496,32598984.281086314
8908,state,nagaland,2019,2019-07-01,2019-09-30,797120,pincodes,TOTAL,11980,28298037.527496256
8909,state,nagaland,2019,2019-07-01,2019-09-30,798601,pincodes,TOTAL,9865,20859370.7177426
8910,state,nagaland,2019,2019-07-01,2019-09-30,797118,pincodes,TOTAL,8286,22764213.061027512
8911,state,nagaland,2019,2019-07-01,2019-09-30,797117,pincodes,TOTAL,7895,22438592.29246586
8912,state,nagaland,2019,2019-07-01,2019-09-30,dimapur,districts,TOTAL,117140,307103749.65803885
8913,state,nagaland,2019,2019-07-01,2019-09-30,kohima,districts,TOTAL,50183,133224817.54316023
8914,state,nagaland,2019,2019-07-01,2019-09-30,zunheboto,districts,TOTAL,20054,60553998.31940128
8915,state,nagaland,2019,2019-07-01,2019-09-30,mokokchung,districts,TOTAL,17903,35622564.400276825
8916,state,nagaland,2019,2019-07-01,2019-09-30,mon,districts,TOTAL,17134,36965971.955441214
8917,state,nagaland,2019,2019-07-01,2019-09-30,tuensang,districts,TOTAL,9274,19613846.131520323
8918,state,nagaland,2019,2019-07-01,2019-09-30,wokha,districts,TOTAL,9242,16293996.925105993
8919,state,nagaland,2019,2019-07-01,2019-09-30,phek,districts,TOTAL,8985,20348950.00705442
8920,state,nagaland,2019,2019-07-01,2019-09-30,kiphire,districts,TOTAL,4847,7311019.911698776
8921,state,nagaland,2019,2019-07-01,2019-09-30,peren,districts,TOTAL,4277,8062310.434825074
8922,state,nagaland,2019,2019-10-01,2019-12-31,797112,pincodes,TOTAL,53432,162729771.13376018
8923,state,nagaland,2019,2019-10-01,2019-12-31,797103,pincodes,TOTAL,23157,53249057.29916957
8924,state,nagaland,2019,2019-10-01,2019-12-31,798620,pincodes,TOTAL,21166,70404338.03693515
8925,state,nagaland,2019,2019-10-01,2019-12-31,797115,pincodes,TOTAL,17825,48414486.20670793
8926,state,nagaland,2019,2019-10-01,2019-12-31,797001,pincodes,TOTAL,16358,47684420.76319983
8927,state,nagaland,2019,2019-10-01,2019-12-31,797113,pincodes,TOTAL,14794,43176789.305400774
8928,state,nagaland,2019,2019-10-01,2019-12-31,797120,pincodes,TOTAL,12854,35917267.491901875
8929,state,nagaland,2019,2019-10-01,2019-12-31,798601,pincodes,TOTAL,11419,24514074.6295942
8930,state,nagaland,2019,2019-10-01,2019-12-31,797118,pincodes,TOTAL,9584,23591061.55698956
8931,state,nagaland,2019,2019-10-01,2019-12-31,798621,pincodes,TOTAL,9461,20510259.336063154
8932,state,nagaland,2019,2019-10-01,2019-12-31,dimapur,districts,TOTAL,142922,401874104.2973213
8933,state,nagaland,2019,2019-10-01,2019-12-31,kohima,districts,TOTAL,58317,160227363.64728707
8934,state,nagaland,2019,2019-10-01,2019-12-31,mon,districts,TOTAL,23615,52231884.395646855
8935,state,nagaland,2019,2019-10-01,2019-12-31,zunheboto,districts,TOTAL,23374,73875655.63763416
8936,state,nagaland,2019,2019-10-01,2019-12-31,mokokchung,districts,TOTAL,21048,44939725.57083222
8937,state,nagaland,2019,2019-10-01,2019-12-31,wokha,districts,TOTAL,11505,21418632.85491927
8938,state,nagaland,2019,2019-10-01,2019-12-31,tuensang,districts,TOTAL,11148,25427823.369834743
8939,state,nagaland,2019,2019-10-01,2019-12-31,phek,districts,TOTAL,11054,24095426.02126249
8940,state,nagaland,2019,2019-10-01,2019-12-31,kiphire,districts,TOTAL,5522,11787954.886359874
8941,state,nagaland,2019,2019-10-01,2019-12-31,peren,districts,TOTAL,5148,10804065.561619181
8942,state,nagaland,2021,2021-01-01,2021-03-31,797112,pincodes,TOTAL,363423,1172951127.7531226
8943,state,nagaland,2021,2021-01-01,2021-03-31,797001,pincodes,TOTAL,128220,363160255.35726905
8944,state,nagaland,2021,2021-01-01,2021-03-31,797115,pincodes,TOTAL,41966,156330315.9191113
8945,state,nagaland,2021,2021-01-01,2021-03-31,797103,pincodes,TOTAL,40032,132671767.20007543
8946,state,nagaland,2021,2021-01-01,2021-03-31,797113,pincodes,TOTAL,31727,115101537.46915832
8947,state,nagaland,2021,2021-01-01,2021-03-31,797120,pincodes,TOTAL,26453,89394777.653785
8948,state,nagaland,2021,2021-01-01,2021-03-31,798601,pincodes,TOTAL,24152,65782952.37939013
8949,state,nagaland,2021,2021-01-01,2021-03-31,797111,pincodes,TOTAL,22176,55564204.55603939
8950,state,nagaland,2021,2021-01-01,2021-03-31,797117,pincodes,TOTAL,21711,87475492.41119814
8951,state,nagaland,2021,2021-01-01,2021-03-31,797118,pincodes,TOTAL,20528,63013814.15141541
8952,state,nagaland,2021,2021-01-01,2021-03-31,dimapur,districts,TOTAL,550985,1837044748.4900613
8953,state,nagaland,2021,2021-01-01,2021-03-31,kohima,districts,TOTAL,209442,611989486.3557233
8954,state,nagaland,2021,2021-01-01,2021-03-31,mokokchung,districts,TOTAL,43465,116937738.43409455
8955,state,nagaland,2021,2021-01-01,2021-03-31,mon,districts,TOTAL,43337,148431447.81181777
8956,state,nagaland,2021,2021-01-01,2021-03-31,wokha,districts,TOTAL,26881,65940883.14165088
8957,state,nagaland,2021,2021-01-01,2021-03-31,phek,districts,TOTAL,24927,86311391.93012239
8958,state,nagaland,2021,2021-01-01,2021-03-31,tuensang,districts,TOTAL,23643,84510754.5222169
8959,state,nagaland,2021,2021-01-01,2021-03-31,zunheboto,districts,TOTAL,18219,51849616.04221482
8960,state,nagaland,2021,2021-01-01,2021-03-31,peren,districts,TOTAL,12322,33575965.56407318
8961,state,nagaland,2021,2021-01-01,2021-03-31,longleng,districts,TOTAL,12009,34735822.64446311
8962,state,nagaland,2021,2021-04-01,2021-06-30,797112,pincodes,TOTAL,359572,1023298713.2763922
8963,state,nagaland,2021,2021-04-01,2021-06-30,797001,pincodes,TOTAL,177177,415852186.7294998
8964,state,nagaland,2021,2021-04-01,2021-06-30,797115,pincodes,TOTAL,52315,167110551.1770211
8965,state,nagaland,2021,2021-04-01,2021-06-30,797103,pincodes,TOTAL,48263,141967089.23475868
8966,state,nagaland,2021,2021-04-01,2021-06-30,798601,pincodes,TOTAL,40661,96844071.8311841
8967,state,nagaland,2021,2021-04-01,2021-06-30,797113,pincodes,TOTAL,38981,120384465.6698962
8968,state,nagaland,2021,2021-04-01,2021-06-30,797120,pincodes,TOTAL,31182,95390057.6752382
8969,state,nagaland,2021,2021-04-01,2021-06-30,797111,pincodes,TOTAL,27973,68692166.72669587
8970,state,nagaland,2021,2021-04-01,2021-06-30,797118,pincodes,TOTAL,25462,71513127.94937779
8971,state,nagaland,2021,2021-04-01,2021-06-30,798621,pincodes,TOTAL,24522,73826858.56781642
8972,state,nagaland,2021,2021-04-01,2021-06-30,dimapur,districts,TOTAL,585389,1726249195.1688533
8973,state,nagaland,2021,2021-04-01,2021-06-30,kohima,districts,TOTAL,274137,694940464.6072702
8974,state,nagaland,2021,2021-04-01,2021-06-30,mokokchung,districts,TOTAL,63952,152031632.47756842
8975,state,nagaland,2021,2021-04-01,2021-06-30,mon,districts,TOTAL,51055,137641682.97031063
8976,state,nagaland,2021,2021-04-01,2021-06-30,wokha,districts,TOTAL,34223,82266645.13170332
8977,state,nagaland,2021,2021-04-01,2021-06-30,phek,districts,TOTAL,31478,98158667.79913512
8978,state,nagaland,2021,2021-04-01,2021-06-30,tuensang,districts,TOTAL,27199,84823658.15124774
8979,state,nagaland,2021,2021-04-01,2021-06-30,zunheboto,districts,TOTAL,21747,54703199.48271289
8980,state,nagaland,2021,2021-04-01,2021-06-30,peren,districts,TOTAL,15860,42645682.011797145
8981,state,nagaland,2021,2021-04-01,2021-06-30,longleng,districts,TOTAL,13528,39521626.841992125
8982,state,nagaland,2020,2020-01-01,2020-03-31,797112,pincodes,TOTAL,76306,243307125.7446099
8983,state,nagaland,2020,2020-01-01,2020-03-31,797103,pincodes,TOTAL,27251,53537140.09514753
8984,state,nagaland,2020,2020-01-01,2020-03-31,797115,pincodes,TOTAL,23255,55004352.82759845
8985,state,nagaland,2020,2020-01-01,2020-03-31,797001,pincodes,TOTAL,17901,43760014.79079929
8986,state,nagaland,2020,2020-01-01,2020-03-31,797113,pincodes,TOTAL,16973,44747297.73667832
8987,state,nagaland,2020,2020-01-01,2020-03-31,797120,pincodes,TOTAL,14323,33062853.896179806
8988,state,nagaland,2020,2020-01-01,2020-03-31,798601,pincodes,TOTAL,13325,24329692.13370955
8989,state,nagaland,2020,2020-01-01,2020-03-31,798621,pincodes,TOTAL,12550,20372023.425665107
8990,state,nagaland,2020,2020-01-01,2020-03-31,797118,pincodes,TOTAL,12223,29308889.78448297
8991,state,nagaland,2020,2020-01-01,2020-03-31,797003,pincodes,TOTAL,11879,27904466.43077227
8992,state,nagaland,2020,2020-01-01,2020-03-31,dimapur,districts,TOTAL,185428,497123725.474146
8993,state,nagaland,2020,2020-01-01,2020-03-31,kohima,districts,TOTAL,68246,160485650.56697804
8994,state,nagaland,2020,2020-01-01,2020-03-31,mon,districts,TOTAL,28668,56777615.99405684
8995,state,nagaland,2020,2020-01-01,2020-03-31,mokokchung,districts,TOTAL,22949,46458137.86198041
8996,state,nagaland,2020,2020-01-01,2020-03-31,wokha,districts,TOTAL,13752,22440994.6265017
8997,state,nagaland,2020,2020-01-01,2020-03-31,tuensang,districts,TOTAL,13234,29281215.251009904
8998,state,nagaland,2020,2020-01-01,2020-03-31,phek,districts,TOTAL,13124,24135509.70029243
8999,state,nagaland,2020,2020-01-01,2020-03-31,zunheboto,districts,TOTAL,12812,23929943.338847376
9000,state,nagaland,2020,2020-01-01,2020-03-31,kiphire,districts,TOTAL,8571,15127296.52352846
9001,state,nagaland,2020,2020-01-01,2020-03-31,peren,districts,TOTAL,6691,10449509.21674379
9002,state,nagaland,2020,2020-04-01,2020-06-30,797112,pincodes,TOTAL,88683,249630838.837386
9003,state,nagaland,2020,2020-04-01,2020-06-30,797103,pincodes,TOTAL,32308,65612323.840508595
9004,state,nagaland,2020,2020-04-01,2020-06-30,797115,pincodes,TOTAL,31008,76436035.42271343
9005,state,nagaland,2020,2020-04-01,2020-06-30,797001,pincodes,TOTAL,28883,71475170.12986493
9006,state,nagaland,2020,2020-04-01,2020-06-30,797113,pincodes,TOTAL,22515,51332997.993564636
9007,state,nagaland,2020,2020-04-01,2020-06-30,798621,pincodes,TOTAL,20100,32531171.159068495
9008,state,nagaland,2020,2020-04-01,2020-06-30,797120,pincodes,TOTAL,19152,45248907.51551339
9009,state,nagaland,2020,2020-04-01,2020-06-30,797003,pincodes,TOTAL,19071,47517939.45894703
9010,state,nagaland,2020,2020-04-01,2020-06-30,798601,pincodes,TOTAL,18131,31526431.27158023
9011,state,nagaland,2020,2020-04-01,2020-06-30,797118,pincodes,TOTAL,16663,36545908.36242841
9012,state,nagaland,2020,2020-04-01,2020-06-30,dimapur,districts,TOTAL,232533,564581175.022531
9013,state,nagaland,2020,2020-04-01,2020-06-30,kohima,districts,TOTAL,98852,235056409.18486094
9014,state,nagaland,2020,2020-04-01,2020-06-30,mon,districts,TOTAL,42193,72681549.71193531
9015,state,nagaland,2020,2020-04-01,2020-06-30,mokokchung,districts,TOTAL,34034,59551064.18105074
9016,state,nagaland,2020,2020-04-01,2020-06-30,phek,districts,TOTAL,21862,39562622.89144808
9017,state,nagaland,2020,2020-04-01,2020-06-30,tuensang,districts,TOTAL,19823,47286166.881044514
9018,state,nagaland,2020,2020-04-01,2020-06-30,wokha,districts,TOTAL,19427,30734350.10048492
9019,state,nagaland,2020,2020-04-01,2020-06-30,zunheboto,districts,TOTAL,18146,34250745.54624535
9020,state,nagaland,2020,2020-04-01,2020-06-30,peren,districts,TOTAL,11337,17709802.025017656
9021,state,nagaland,2020,2020-04-01,2020-06-30,kiphire,districts,TOTAL,11097,21770604.465474274
9022,state,nagaland,2020,2020-07-01,2020-09-30,797112,pincodes,TOTAL,178964,665331371.076982
9023,state,nagaland,2020,2020-07-01,2020-09-30,797001,pincodes,TOTAL,71360,241104296.32871014
9024,state,nagaland,2020,2020-07-01,2020-09-30,797115,pincodes,TOTAL,38361,101460113.62116483
9025,state,nagaland,2020,2020-07-01,2020-09-30,797103,pincodes,TOTAL,37605,92071969.28847097
9026,state,nagaland,2020,2020-07-01,2020-09-30,797113,pincodes,TOTAL,29611,77695372.34052986
9027,state,nagaland,2020,2020-07-01,2020-09-30,798621,pincodes,TOTAL,27816,43073197.89448996
9028,state,nagaland,2020,2020-07-01,2020-09-30,797111,pincodes,TOTAL,24504,41475022.07565773
9029,state,nagaland,2020,2020-07-01,2020-09-30,797120,pincodes,TOTAL,23907,62058175.44706054
9030,state,nagaland,2020,2020-07-01,2020-09-30,798601,pincodes,TOTAL,22410,44877066.460560605
9031,state,nagaland,2020,2020-07-01,2020-09-30,798612,pincodes,TOTAL,21724,50041249.076603666
9032,state,nagaland,2020,2020-07-01,2020-09-30,dimapur,districts,TOTAL,352179,1122771447.128912
9033,state,nagaland,2020,2020-07-01,2020-09-30,kohima,districts,TOTAL,149404,438659891.11601055
9034,state,nagaland,2020,2020-07-01,2020-09-30,mon,districts,TOTAL,53050,85955858.55902226
9035,state,nagaland,2020,2020-07-01,2020-09-30,mokokchung,districts,TOTAL,43164,83590575.72604279
9036,state,nagaland,2020,2020-07-01,2020-09-30,wokha,districts,TOTAL,28806,47486985.41741961
9037,state,nagaland,2020,2020-07-01,2020-09-30,phek,districts,TOTAL,26004,53114140.440056756
9038,state,nagaland,2020,2020-07-01,2020-09-30,tuensang,districts,TOTAL,25719,59266466.87175436
9039,state,nagaland,2020,2020-07-01,2020-09-30,zunheboto,districts,TOTAL,21556,44845371.93193043
9040,state,nagaland,2020,2020-07-01,2020-09-30,peren,districts,TOTAL,13958,25258376.20171611
9041,state,nagaland,2020,2020-07-01,2020-09-30,kiphire,districts,TOTAL,12462,29101447.582055062
9042,state,nagaland,2020,2020-10-01,2020-12-31,797112,pincodes,TOTAL,218369,867441276.0876397
9043,state,nagaland,2020,2020-10-01,2020-12-31,797001,pincodes,TOTAL,78891,271213129.3211592
9044,state,nagaland,2020,2020-10-01,2020-12-31,797115,pincodes,TOTAL,44632,150581473.9898206
9045,state,nagaland,2020,2020-10-01,2020-12-31,797103,pincodes,TOTAL,42188,132253480.34623227
9046,state,nagaland,2020,2020-10-01,2020-12-31,797113,pincodes,TOTAL,35869,122400854.19522387
9047,state,nagaland,2020,2020-10-01,2020-12-31,797120,pincodes,TOTAL,29640,93140361.40278533
9048,state,nagaland,2020,2020-10-01,2020-12-31,797111,pincodes,TOTAL,27804,67912676.28117085
9049,state,nagaland,2020,2020-10-01,2020-12-31,798621,pincodes,TOTAL,26081,83086337.0285494
9050,state,nagaland,2020,2020-10-01,2020-12-31,798601,pincodes,TOTAL,25872,71313198.79825342
9051,state,nagaland,2020,2020-10-01,2020-12-31,798612,pincodes,TOTAL,25220,80402569.0913528
9052,state,nagaland,2020,2020-10-01,2020-12-31,dimapur,districts,TOTAL,422501,1549414048.2654052
9053,state,nagaland,2020,2020-10-01,2020-12-31,kohima,districts,TOTAL,168861,528950655.29797715
9054,state,nagaland,2020,2020-10-01,2020-12-31,mon,districts,TOTAL,51806,149055802.79705116
9055,state,nagaland,2020,2020-10-01,2020-12-31,mokokchung,districts,TOTAL,48813,129158623.72713923
9056,state,nagaland,2020,2020-10-01,2020-12-31,wokha,districts,TOTAL,33080,77215466.14300685
9057,state,nagaland,2020,2020-10-01,2020-12-31,tuensang,districts,TOTAL,29583,92512403.56008916
9058,state,nagaland,2020,2020-10-01,2020-12-31,phek,districts,TOTAL,28612,75169716.4752171
9059,state,nagaland,2020,2020-10-01,2020-12-31,zunheboto,districts,TOTAL,23475,60794471.32764542
9060,state,nagaland,2020,2020-10-01,2020-12-31,peren,districts,TOTAL,14947,37707510.796402484
9061,state,nagaland,2020,2020-10-01,2020-12-31,longleng,districts,TOTAL,13202,34760738.476595946
9062,state,nagaland,2018,2018-01-01,2018-03-31,797112,pincodes,TOTAL,8620,19059457.9754965
9063,state,nagaland,2018,2018-01-01,2018-03-31,797001,pincodes,TOTAL,4676,8526800.367465544
9064,state,nagaland,2018,2018-01-01,2018-03-31,797103,pincodes,TOTAL,2189,5320667.512634823
9065,state,nagaland,2018,2018-01-01,2018-03-31,798601,pincodes,TOTAL,1944,3107458.4285241365
9066,state,nagaland,2018,2018-01-01,2018-03-31,797113,pincodes,TOTAL,1811,3201916.0501118824
9067,state,nagaland,2018,2018-01-01,2018-03-31,797120,pincodes,TOTAL,1644,2618714.208606299
9068,state,nagaland,2018,2018-01-01,2018-03-31,797003,pincodes,TOTAL,1604,4179699.5495559387
9069,state,nagaland,2018,2018-01-01,2018-03-31,797115,pincodes,TOTAL,1522,2946078.1611241894
9070,state,nagaland,2018,2018-01-01,2018-03-31,798612,pincodes,TOTAL,1502,1791987.784755433
